14,4,30
28,2,1208
344,2,1208
2254,1,1632142
6598,2,1632142
6606,1,1632142
6614,1,1632142
412,1,50746
414,1,50746
2458,1,50746
4374,1,50746
2206,1,1626022
5078,1,1626022
6348,1,1626022
6350,1,1626022
7126,1,1626022
408,1,1125544
2202,1,1125544
4418,1,1125544
6358,1,1125544
346,1,1125054
398,1,1125054
4766,1,1125054
4830,1,1125054
6614,1,1125054
398,1,1124670
4430,1,1124670
4702,1,1124670
6618,1,1124670
460,1,1172258
904,1,1172258
4692,1,1172258
4694,1,1172258
5074,1,1172258
906,1,247484
924,1,247484
926,1,247484
2524,1,247484
6618,1,247484
30,1,1084316
286,1,1084316
4556,1,1084316
4812,2,1084316
2252,2,1599288
6364,2,1599288
6552,1,1599288
404,1,1166654
4446,1,1166654
4574,1,1166654
4958,1,1166654
13150,1,1166654
910,1,1295238
2510,1,1295238
4994,1,1295238
5058,1,1295238
6342,1,1295238
412,1,1123768
4440,1,1123768
4700,1,1123768
6350,1,1123768
4424,1,3253820
4446,1,3253820
4954,1,3253820
5014,1,3253820
13148,1,3253820
332,1,1123494
4420,1,1123494
4438,1,1123494
5062,1,1123494
858,1,241342
862,1,241342
926,1,241342
990,1,241342
15326,1,241342
390,2,116116
410,2,116116
5064,1,116116
410,1,1167032
4444,1,1167032
5020,1,1167032
6858,1,1167032
7128,1,1167032
330,1,108206
470,1,108206
858,1,108206
14686,1,108206
2524,1,1665814
5012,1,1665814
5016,1,1665814
6350,1,1665814
6858,1,1665814
4558,1,3270552
4572,1,3270552
5020,2,3270552
13260,1,3270552
2462,1,1691570
6552,1,1691570
6558,1,1691570
7130,2,1691570
92,1,51986
392,1,51986
458,1,51986
2252,1,51986
4418,1,51986
78,1,42940
350,1,42940
476,2,42940
6620,1,42940
408,1,1166884
2204,1,1166884
4434,1,1166884
6348,1,1166884
6350,1,1166884
398,2,115612
972,2,115612
2252,1,115612
926,1,1297290
4748,1,1297290
4998,1,1297290
5062,1,1297290
5082,1,1297290
2526,1,1699770
6620,1,1699770
7130,1,1699770
7134,1,1699770
15262,1,1699770
456,1,1140276
470,1,1140276
4678,1,1140276
4748,1,1140276
6554,1,1140276
472,4,1142280
4740,1,1142280
460,1,124728
476,1,124728
974,1,124728
2252,1,124728
6554,1,124728
458,1,1140398
474,1,1140398
4758,1,1140398
6614,1,1140398
6870,1,1140398
76,1,1091352
4420,1,1091352
4436,1,1091352
4444,1,1091352
4556,1,1091352
282,1,1083700
4426,1,1083700
4440,1,1083700
4742,1,1083700
4370,1,3247278
4374,1,3247278
6554,1,3247278
13142,1,3247278
13150,1,3247278
348,2,109882
862,1,109882
15258,1,109882
454,1,1171876
2202,1,1171876
4546,1,1171876
4994,1,1171876
6358,1,1171876
392,1,1164812
406,1,1164812
4442,1,1164812
4692,1,1164812
4748,1,1164812
74,1,1091226
4430,1,1091226
4444,1,1091226
4550,1,1091226
4764,1,1091226
78,1,1090484
476,1,1090484
4426,1,1090484
4564,1,1090484
6356,1,1090484
92,1,1092398
4422,1,1092398
4566,1,1092398
4758,1,1092398
6606,1,1092398
334,1,43452
348,1,43452
454,1,43452
6876,1,43452
3038,1,1798078
6878,2,1798078
7134,1,1798078
15326,1,1798078
392,1,1164826
410,1,1164826
4444,1,1164826
5006,1,1164826
5010,1,1164826
906,1,1263262
4750,1,1263262
4766,1,1263262
6350,1,1263262
6606,1,1263262
330,1,107930
348,1,107930
470,1,107930
14678,1,107930
458,1,1173158
4562,1,1173158
5010,1,1173158
6614,1,1173158
14678,1,1173158
94,2,11710
862,1,11710
3038,1,11710
858,1,1257268
4686,1,1257268
4698,1,1257268
5020,1,1257268
5070,1,1257268
974,1,1304506
5084,1,1304506
5086,1,1304506
6618,1,1304506
14814,1,1304506
4424,1,3253816
4444,1,3253816
4946,1,3253816
5010,1,3253816
13148,1,3253816
328,1,108088
348,1,108088
408,1,108088
924,1,108088
5010,1,108088
5006,1,3393446
5010,1,3393446
6558,1,3393446
7130,1,3393446
14798,1,3393446
344,1,42544
408,2,42544
2186,1,42544
330,1,1123998
414,1,1123998
4558,1,1123998
4750,1,1123998
6358,1,1123998
90,1,43704
332,1,43704
398,1,43704
412,1,43704
5064,1,43704
2524,1,1666868
4814,1,1666868
5076,1,1666868
5080,1,1666868
6618,1,1666868
906,1,1295012
2204,1,1295012
2254,1,1295012
4994,1,1295012
6356,1,1295012
74,1,41392
328,1,41392
344,1,41392
472,1,41392
348,1,1126186
408,1,1126186
4766,1,1126186
5010,1,1126186
6620,1,1126186
472,1,1174050
904,1,1174050
5002,1,1174050
5010,1,1174050
5016,1,1174050
4998,1,3392922
5020,1,3392922
6854,1,3392922
6870,1,3392922
6874,1,3392922
206,2,59304
468,2,59304
6616,1,59304
334,1,1140006
404,1,1140006
4428,1,1140006
4442,1,1140006
5068,1,1140006
334,1,1124244
406,1,1124244
4556,1,1124244
4682,1,1124244
4700,1,1124244
2186,1,1158562
4946,2,1158562
6622,1,1158562
922,1,1298102
5018,2,1298102
7134,1,1298102
15258,1,1298102
334,2,1123248
468,1,1123248
4686,1,1123248
90,2,8626
398,1,8626
454,1,1171900
4558,1,1171900
4954,1,1171900
5002,1,1171900
6614,1,1171900
282,1,36280
348,1,36280
856,1,36280
5080,1,36280
454,1,1139112
456,2,1139112
4562,1,1139112
4692,1,1139112
286,2,102334
990,2,102334
13278,1,102334
78,1,1091514
4444,1,1091514
4566,1,1091514
4574,1,1091514
6618,1,1091514
76,1,1090358
350,1,1090358
4426,1,1090358
4566,1,1090358
5058,1,1090358
4548,1,3268910
4550,1,3268910
4764,1,3268910
5078,1,3268910
13142,1,3268910
990,1,1256880
4682,2,1256880
4952,1,1256880
76,1,49962
396,1,49962
470,1,49962
30,2,3262
862,2,3262
346,1,1126060
410,1,1126060
4742,1,1126060
5076,1,1126060
6870,1,1126060
458,1,1172118
4550,1,1172118
5002,1,1172118
6342,1,1172118
6350,1,1172118
332,2,1123100
398,1,1123100
4440,1,1123100
4812,1,1123100
392,1,116274
408,1,116274
922,1,116274
2458,1,116274
4436,1,116274
4438,3,1156270
14686,1,1156270
910,1,1263498
4742,1,1263498
4764,1,1263498
6342,1,1263498
6854,1,1263498
5058,1,3400870
5074,1,3400870
6552,1,3400870
14678,1,3400870
14812,1,3400870
332,1,108312
348,1,108312
392,1,108312
972,1,108312
4444,1,108312
2206,1,1624988
4812,1,1624988
5074,1,1624988
6604,1,1624988
6858,1,1624988
2204,1,1598346
2254,1,1598346
4742,1,1598346
4994,1,1598346
6342,1,1598346
78,1,42904
348,1,42904
456,1,42904
460,1,42904
5016,1,42904
76,1,41492
330,1,41492
392,1,41492
282,2,33974
350,1,33974
4438,1,33974
4766,1,3329978
5020,1,3329978
5086,1,3329978
14798,1,3329978
15262,1,3329978
458,1,1139352
460,1,1139352
4418,1,1139352
4440,1,1139352
4748,1,1139352
474,1,1175210
4564,1,1175210
5014,1,1175210
6366,1,1175210
14812,1,1175210
6554,2,3788442
6858,1,3788442
7130,1,3788442
14812,1,3788442
328,1,1090060
4422,1,1090060
4424,1,1090060
404,1,1125776
470,1,1125776
4682,1,1125776
2254,1,1632154
6602,2,1632154
6606,1,1632154
6620,1,1632154
344,1,1158696
2204,1,1158696
4436,1,1158696
5012,1,1158696
6364,1,1158696
92,1,1093424
2254,1,1093424
4440,1,1093424
4564,1,1093424
5016,1,1093424
94,1,1093514
4436,1,1093514
4550,1,1093514
5058,1,1093514
6876,1,1093514
6350,1,3729332
6364,1,3729332
6618,2,3729332
14812,1,3729332
332,1,1156892
4428,1,1156892
4446,1,1156892
4954,1,1156892
5068,1,1156892
408,1,50738
410,1,50738
2458,1,50738
4370,1,50738
74,1,44598
346,1,44598
410,1,44598
926,1,44598
4566,1,44598
406,1,1125558
4428,1,1125558
4958,1,1125558
5078,1,1125558
3038,1,1798058
6358,1,1798058
6366,1,1798058
6870,1,1798058
14814,1,1798058
408,1,1166860
972,1,1166860
4442,1,1166860
4748,1,1166860
4750,1,1166860
4764,1,3329818
5020,1,3329818
5070,1,3329818
6598,1,3329818
6620,1,3329818
92,1,1092368
344,1,1092368
4424,2,1092368
4548,1,1092368
396,1,116524
406,1,116524
460,1,116524
470,1,116524
4954,1,116524
74,2,8854
206,1,8854
344,1,8854
906,2,247476
922,1,247476
2524,1,247476
6616,1,247476
4422,1,1092012
4436,1,1092012
4692,1,1092012
6876,1,1092012
4548,1,3269926
4562,1,3269926
5020,1,3269926
6554,1,3269926
13148,1,3269926
328,1,1156630
924,1,1156630
4430,1,1156630
4442,1,1156630
5002,1,1156630
478,1,246558
908,1,246558
910,1,246558
974,1,246558
2190,1,246558
414,1,1125790
4686,1,1125790
4702,1,1125790
7130,1,1125790
922,1,1297030
4994,2,1297030
6616,1,1297030
6854,1,1297030
472,1,1175084
4566,1,1175084
5012,1,1175084
6350,1,1175084
6614,1,1175084
4370,1,1084810
4422,1,1084810
4692,1,1084810
5066,1,1084810
4994,1,3392682
5012,1,3392682
6554,1,3392682
6602,1,3392682
6614,1,3392682
906,2,1262234
4748,1,1262234
4750,1,1262234
5012,1,1262234
2270,1,1601450
2526,1,1601450
6356,1,1601450
6358,1,1601450
6366,1,1601450
328,1,1156652
4438,1,1156652
4440,1,1156652
5012,1,1156652
5014,1,1156652
4692,1,3320118
4700,1,3320118
5014,1,3320118
5074,1,3320118
14790,1,3320118
476,1,1175358
4574,1,1175358
5086,1,1175358
6622,1,1175358
15262,1,1175358
472,2,1142282
2254,1,1142282
4742,1,1142282
6356,1,1142282
92,1,1092400
906,1,1092400
4424,1,1092400
4564,1,1092400
4678,1,1092400
30,1,36742
330,1,36742
858,1,36742
5062,1,36742
410,1,35386
414,1,35386
4428,1,35386
470,1,1174914
2190,1,1174914
4692,1,1174914
4750,1,1174914
6614,1,1174914
412,1,1167116
4442,1,1167116
4750,1,1167116
5004,1,1167116
5068,1,1167116
910,1,1263544
4764,1,1263544
4814,1,1263544
6358,1,1263544
6616,1,1263544
28,1,1084172
282,1,1084172
4548,1,1084172
4740,1,1084172
4748,1,1084172
2184,2,541234
2202,2,541234
30,1,35004
282,1,35004
454,1,35004
4700,1,35004
2206,2,576412
2458,2,576412
4812,1,576412
990,1,1305482
4998,1,1305482
5004,1,1305482
5062,1,1305482
13150,1,1305482
2510,1,1697708
6364,1,1697708
6366,1,1697708
6614,1,1697708
14812,1,1697708
14,1,34700
404,2,34700
4556,1,34700
4444,2,3256122
13142,1,3256122
13278,1,3256122
15258,1,3256122
396,1,1165098
4440,1,1165098
4950,1,1165098
5078,1,1165098
6348,1,1165098
90,1,1458
334,1,1458
346,1,1458
858,1,1257138
4682,1,1257138
4694,1,1257138
5082,2,1257138
2186,1,1598218
2252,1,1598218
4418,1,1598218
4994,1,1598218
6342,1,1598218
206,1,58294
458,1,58294
474,1,58294
2270,1,58294
6358,1,58294
280,1,101776
390,2,101776
972,1,101776
2526,1,1665938
4438,1,1665938
4440,1,1665938
6858,2,1665938
454,1,1139084
458,1,1139084
4418,1,1139084
4424,1,1139084
6348,1,1139084
76,1,42780
350,1,42780
396,1,42780
460,1,42780
4946,1,42780
478,1,1174462
4558,1,1174462
5086,1,1174462
6878,1,1174462
14814,1,1174462
924,1,1297188
2206,1,1297188
4994,1,1297188
6342,1,1297188
6358,1,1297188
4430,1,3254166
4442,1,3254166
5070,1,3254166
13148,1,3254166
14790,1,3254166
4814,1,3336122
5084,1,3336122
5086,1,3336122
14810,1,3336122
14812,1,3336122
396,1,1165080
4428,1,1165080
4436,1,1165080
4444,1,1165080
5068,1,1165080
6350,1,3728318
6366,1,3728318
6606,1,3728318
7126,1,3728318
14814,1,3728318
92,1,43824
328,1,43824
394,1,43824
472,1,43824
906,1,43824
346,1,42516
392,1,42516
396,1,42516
394,1,116370
408,1,116370
906,1,116370
2506,1,116370
4994,1,116370
332,1,43450
350,1,43450
406,1,43450
6874,1,43450
4420,1,3253558
4442,1,3253558
4446,1,3253558
13146,1,3253558
13148,1,3253558
974,1,1303476
5066,1,1303476
5080,1,1303476
6364,1,1303476
6366,1,1303476
4998,1,3392958
5022,1,3392958
7134,1,3392958
13150,1,3392958
14686,1,3392958
6356,1,3730730
6364,1,3730730
6616,1,3730730
6620,1,3730730
14678,1,3730730
858,1,1257150
4702,1,1257150
4766,1,1257150
5086,1,1257150
14814,1,1257150
334,1,1157004
4438,1,1157004
4548,1,1157004
