motif real rand srand zscore pval
6 16414 16468.7 64.6 -0.85 0.850
12 20018 22265.6 113.8 -19.76 1.000
14 1271 1810.2 38.6 -13.97 1.000
36 12757 12704.1 60.5 0.87 0.300
38 7002 7484.1 64.8 -7.44 1.000
46 820 390.7 18.7 22.91 0.000
74 262 1016.3 19.9 -37.84 1.000
78 81 105.2 9.9 -2.44 1.000
98 2361 1356.7 42.4 23.71 0.000
102 72 355.3 15.5 -18.33 1.000
108 681 144.2 10.3 52.29 0.000
110 40 76.1 8.2 -4.42 1.000
238 37 16.9 2.6 7.81 0.000
