motif real rand srand zscore pval
6 20 23.6 1.4 -2.55 1.000
12 5 8.1 1.3 -2.32 1.000
14 0 0.0 0.0 888888 1.000
36 3 6.5 1.4 -2.55 1.000
38 14 10.4 1.4 2.55 0.000
46 0 0.0 0.0 888888 1.000
74 0 0.0 0.0 888888 1.000
78 0 0.0 0.0 888888 1.000
98 0 0.1 0.4 -0.41 1.000
102 0 0.0 0.0 888888 1.000
108 0 0.0 0.0 888888 1.000
110 0 0.0 0.0 888888 1.000
238 0 0.0 0.0 888888 1.000
