motif real rand srand zscore pval
6 23114 21322.5 94.7 18.92 0.000
12 23746 22485.9 173.4 7.27 0.000
14 1018 1414.2 33.8 -11.74 1.000
36 15344 13515.1 97.9 18.68 0.000
38 6042 8127.2 97.5 -21.39 1.000
46 564 307.6 15.9 16.15 0.000
74 134 605.0 16.5 -28.58 1.000
78 25 74.7 6.9 -7.21 1.000
98 1288 972.9 45.8 6.88 0.000
102 68 188.2 15.7 -7.68 1.000
108 375 81.2 11.0 26.64 0.000
110 40 36.2 4.2 0.90 0.200
238 28 12.7 1.9 7.96 0.000
