motif real rand srand zscore pval
6 54 73.0 4.1 -4.67 1.000
12 2 2.5 1.3 -0.39 0.750
14 0 1.0 0.6 -1.54 1.000
36 135 135.5 1.3 -0.39 0.750
38 3 2.5 1.3 0.39 0.450
46 0 0.0 0.0 888888 1.000
74 116 153.9 7.6 -4.95 1.000
78 29 50.1 4.7 -4.53 1.000
98 0 0.0 0.0 888888 1.000
102 0 0.0 0.0 888888 1.000
108 65 46.5 3.8 4.89 0.000
110 2 1.0 0.6 1.54 0.200
238 23 16.3 1.5 4.50 0.000
