motif real rand srand zscore pval
6 131 159.9 3.7 -7.90 1.000
12 0 28.6 3.3 -8.61 1.000
14 0 0.0 0.0 888888 1.000
36 115 143.9 3.7 -7.90 1.000
38 71 42.0 3.7 7.90 0.000
46 0 0.0 0.0 888888 1.000
74 0 0.0 0.0 888888 1.000
78 0 0.0 0.0 888888 1.000
98 0 0.1 0.3 -0.32 1.000
102 0 0.0 0.0 888888 1.000
108 0 0.0 0.0 888888 1.000
110 0 0.0 0.0 888888 1.000
238 0 0.0 0.0 888888 1.000
