motif real rand srand zscore pval
6 0 0.0 0.0 888888 1.000
12 0 0.0 0.0 888888 1.000
14 0 0.0 0.0 888888 1.000
36 0 0.0 0.0 888888 1.000
38 339 339.0 0.0 888888 1.000
46 61 61.0 0.0 888888 1.000
74 0 0.0 0.0 888888 1.000
78 0 0.0 0.0 888888 1.000
98 0 0.0 0.0 888888 1.000
102 1 1.0 0.0 888888 1.000
108 212 212.0 0.0 888888 1.000
110 40 40.0 0.0 888888 1.000
238 27 27.0 0.0 888888 1.000
