motif real rand srand zscore pval
6 12465 12649.3 61.7 -2.99 1.000
12 9907 9229.0 63.8 10.63 0.000
14 1040 1275.0 34.1 -6.89 1.000
36 11975 12014.5 63.4 -0.62 0.700
38 4203 4392.1 62.8 -3.01 1.000
46 553 324.4 18.1 12.62 0.000
74 422 946.5 35.8 -14.65 1.000
78 64 94.7 8.7 -3.53 1.000
98 44 156.2 21.5 -5.22 1.000
102 2 154.3 16.6 -9.17 1.000
108 548 174.6 17.3 21.55 0.000
110 0 70.0 9.9 -7.07 1.000
238 84 50.5 2.4 14.01 0.000
